specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,baseline_temp,correction,s_tensor,aniso_type,NLT_beta
M6P3,MSH,MSH,2.37e-06,1.203575455370432e-07,1.0246022640083979e-07,4.433849925706327e-08,2.367369003659869e-06,1.7133291196233544e-08,8.435945323956671e-08,-8.411820106022153e-08,,,1e-05,ZI,563.0,,1,,,
M6P3,MSH,MSH,2.29e-06,2.0757518838145027e-07,1.3099239405026147e-07,1.2872586712216394e-07,2.282623631664806e-06,-8.515961125689275e-08,1.7432928629140951e-07,-7.378752864337754e-08,,,1e-05,ZI,593.0,,1,,,
M6P3,MSH,MSH,2.31e-06,1.5646338456030936e-07,2.2660397485715046e-07,3.5890543733065065e-08,2.2985783666104325e-06,1.1017489779733251e-07,-8.862870779330059e-08,6.69868252591831e-08,,,1e-05,ZI,623.0,,1,,,
M6P3,MSH,MSH,2.27e-06,2.1658539014258732e-07,3.70451256330101e-07,1.4878859444325539e-08,2.2395188068478204e-06,-2.0579557913132603e-07,1.4450783801273721e-08,-6.594380699313423e-08,,,1e-05,ZI,663.0,,1,,,
M6P3,MSH,MSH,2.28e-06,1.5870933278450358e-07,1.3898698830154421e-07,7.527266219698149e-09,2.275747340401857e-06,1.308092314782615e-07,3.520425705180196e-08,-8.269375767492705e-08,,,1e-05,ZI,703.0,,1,,,
M6P3,MSH,MSH,1.77e-06,4.2380946313755327e-07,4.7618053453363774e-08,1.3372703003406094e-07,1.7642986148675574e-06,2.719886487703153e-07,-1.8263372797120145e-07,-2.6885229660983073e-07,,,1e-05,ZI,743.0,,1,,,
M6P3,MSH,MSH,1.25e-06,3.1650801293173387e-07,2.0406759496512478e-07,6.056584826619439e-09,1.2332152020087117e-06,-1.0534989750064985e-07,-1.1685489954358829e-07,-2.7463367200555553e-07,,,1e-05,ZI,783.0,,1,,,
M6P3,MSH,MSH,2.21e-07,7.267146492172303e-07,4.670100171788321e-08,4.075534676879659e-10,2.1600891263722718e-07,4.500874819233796e-08,-4.471826178159255e-07,-5.710657582944164e-07,,,1e-05,ZI,833.0,,1,,,
M6P3,MSH,MSH,2.44e-06,4.3105786248250144e-07,4.7074963538279066e-07,1.2262109537002727e-07,2.391016279274824e-06,-3.7429273579594095e-07,2.100183138695468e-07,-4.0101578245320066e-08,,,1e-05,P,443.0,473.0,1,,,
M6P3,MSH,MSH,2.32e-06,4.778327832117064e-08,5.143011051782671e-08,1.1443718578254596e-07,2.316605075156811e-06,1.0684898784224468e-08,-4.5495767327201774e-08,-9.960410654107293e-09,,,1e-05,P,503.0,533.0,1,,,
M6P3,MSH,MSH,2.37e-06,2.0924302132810977e-07,1.0246022640083979e-07,4.433849925706327e-08,2.367369003659869e-06,-1.868787687215486e-08,1.629658249941305e-07,-1.2990590870514483e-07,,,1e-05,P,563.0,593.0,1,,,
M6P3,MSH,MSH,2.31e-06,2.498481274408644e-07,2.2660397485715046e-07,3.5890543733065065e-08,2.2985783666104325e-06,1.026389421807915e-07,2.053707992512352e-07,-9.855033814565732e-08,,,1e-05,P,623.0,663.0,1,,,
M6P3,MSH,MSH,2.28e-06,1.3226442886362928e-07,1.3898698830154421e-07,7.527266219698149e-09,2.275747340401857e-06,-9.228811277666894e-08,-5.302468938017649e-08,-7.851856913417796e-08,,,1e-05,P,703.0,743.0,1,,,
M6P3,MSH,MSH,2.49e-06,9.888254214603486e-08,4.359503633320851e-07,1.0950316250756656e-07,2.4490929623253306e-06,-3.3623667135171166e-08,-3.389865091917014e-08,8.659149851749776e-08,,,1e-05,T,413.0,413.0,1,,,
M6P3,MSH,MSH,2.5e-06,1.8788801793423322e-07,4.469994103495631e-07,2.340504828317274e-09,2.4597125948338545e-06,1.2723695413295422e-07,-6.361995687684615e-08,-1.227402373845329e-07,,,1e-05,T,473.0,473.0,1,,,
M6P3,MSH,MSH,2.4e-06,1.696384389365392e-07,1.997048502111446e-07,7.506411826383756e-08,2.390498556985847e-06,8.362208941830122e-08,-1.3910270908611112e-07,4.934554134922748e-08,,,1e-05,T,533.0,533.0,1,,,
M6P3,MSH,MSH,2.34e-06,2.0757518838145027e-07,1.2806629825327934e-07,6.32943069168994e-08,2.3356354283071688e-06,-8.515961125689275e-08,1.7432928629140951e-07,-7.378752864337754e-08,,,1e-05,T,593.0,593.0,1,,,
M6P3,MSH,MSH,2.28e-06,2.1658539014258732e-07,2.4681296675990834e-07,-6.062307917082953e-08,2.2657908556861597e-06,-2.0579557913132603e-07,1.4450783801273721e-08,-6.594380699313423e-08,,,1e-05,T,663.0,663.0,1,,,
M6P3,MSH,MSH,1.65e-06,4.2380946313755327e-07,2.56406266334184e-07,2.9667217223490166e-08,1.6296857619819773e-06,2.719886487703153e-07,-1.8263372797120145e-07,-2.6885229660983073e-07,,,1e-05,T,743.0,743.0,1,,,
M6Q2,MSH,MSH,3.74e-06,0.0,1.5285619486056805e-06,3.782808386252751e-07,3.3923446134500786e-06,0.0,0.0,0.0,,0.0,1e-05,ZI,273.0,,1,,,
M6Q2,MSH,MSH,3.48e-06,2.8356603882797007e-07,1.7343134219161228e-06,2.3757138720972872e-07,3.007676310798892e-06,-7.245974608865327e-08,8.84713414161736e-08,2.59484306503065e-07,,,1e-05,ZI,413.0,,1,,,
M6Q2,MSH,MSH,3.56e-06,1.478664596819514e-07,1.6221896791066923e-06,3.2709081513738095e-07,3.15200130768572e-06,4.015402344429716e-08,1.3704388621137123e-07,-3.835515026947131e-08,,,1e-05,ZI,443.0,,1,,,
M6Q2,MSH,MSH,3.67e-06,4.549689391581668e-07,1.6922913598693688e-06,4.5028391482989164e-07,3.225258803469413e-06,1.6125723809904048e-07,-3.823173731802763e-07,-1.866179651692472e-07,,,1e-05,ZI,473.0,,1,,,
M6Q2,MSH,MSH,3.48e-06,1.5594181425794156e-07,1.6854816861483352e-06,1.5339084968498976e-07,3.040727336163419e-06,5.3378370149878075e-08,-9.570692062112354e-08,1.1094496103664603e-07,,,1e-05,ZI,503.0,,1,,,
M6Q2,MSH,MSH,3.37e-06,3.5823169039205755e-07,1.4397122058826313e-06,5.904690078530533e-07,2.989226507810607e-06,5.82387717913955e-08,-3.3979798297301835e-07,9.734228386908256e-08,,,1e-05,ZI,533.0,,1,,,
M6Q2,MSH,MSH,3.37e-06,2.254870462784847e-07,1.4240423821102395e-06,4.489988383917011e-07,3.0211592703921947e-06,9.466633739392885e-08,-1.0646090838734486e-08,-2.04375520436445e-07,,,1e-05,ZI,563.0,,1,,,
M6Q2,MSH,MSH,3.35e-06,5.919796636779468e-07,1.546135730341667e-06,1.3526934867727085e-07,2.9687819904245693e-06,-1.1754140783260935e-07,5.278620573765275e-07,-2.408019685035876e-07,,,1e-05,ZI,593.0,,1,,,
M6Q2,MSH,MSH,3.26e-06,1.8147825265954307e-07,1.581396795212612e-06,2.759979232426115e-07,2.8373595687640733e-06,3.3518765705063004e-08,-1.5740593756912002e-07,8.387025308150886e-08,,,1e-05,ZI,623.0,,1,,,
M6Q2,MSH,MSH,3.1e-06,2.431382034665633e-07,1.3092151835780574e-06,2.830623420422446e-07,2.795680831855853e-06,1.4731961554979543e-07,-6.538175781273628e-08,-1.8203939849528483e-07,,,1e-05,ZI,663.0,,1,,,
M6Q2,MSH,MSH,2.82e-06,9.702671430091157e-08,1.2032652651212874e-06,4.86150723745493e-07,2.503639386084652e-06,1.2366900259205286e-08,2.985451623287537e-08,-9.148743589428314e-08,,,1e-05,ZI,703.0,,1,,,
M6Q2,MSH,MSH,2.46e-06,2.2787483787730086e-07,1.1296729714168002e-06,3.823732050412351e-07,2.151564479562914e-06,-1.598638902744332e-07,-1.6203798771668862e-07,1.0684982950684058e-08,,,1e-05,ZI,743.0,,1,,,
M6Q2,MSH,MSH,1.9e-06,1.3792266817923137e-07,7.882948304698181e-07,1.3616216035606327e-07,1.7233836271537832e-06,-1.0209855580785007e-07,-4.947541148598194e-08,7.84265959858163e-08,,,1e-05,ZI,783.0,,1,,,
M6Q2,MSH,MSH,6.990000000000001e-07,8.288441620400568e-07,2.792112185238423e-07,1.1224219018159102e-07,6.309071137605526e-07,-5.631393409389826e-07,-5.904316478427442e-07,-1.4576418236450997e-07,,,1e-05,ZI,833.0,,1,,,
M6Q2,MSH,MSH,3.56e-06,1.6820421919227848e-07,1.6221896791066923e-06,3.2709081513738095e-07,3.15200130768572e-06,-1.2966328584592327e-07,5.65116435039939e-08,9.103035650924347e-08,,,1e-05,P,443.0,473.0,1,,,
M6Q2,MSH,MSH,3.48e-06,3.62693233356399e-07,1.6854816861483352e-06,1.5339084968498976e-07,3.040727336163419e-06,2.0815767284027543e-07,-2.898769592962516e-07,6.471563357798082e-08,,,1e-05,P,503.0,533.0,1,,,
M6Q2,MSH,MSH,3.37e-06,1.1806668138531043e-07,1.4240423821102395e-06,4.489988383917011e-07,3.0211592703921947e-06,-9.308186912861283e-08,5.2311925603365886e-08,-5.0388186438213025e-08,,,1e-05,P,563.0,593.0,1,,,
M6Q2,MSH,MSH,3.26e-06,3.249936589162197e-07,1.581396795212612e-06,2.759979232426115e-07,2.8373595687640733e-06,-3.696119236673656e-08,2.571415575979124e-07,-1.952766446626445e-07,,,1e-05,P,623.0,663.0,1,,,
M6Q2,MSH,MSH,2.82e-06,3.6946017849758494e-07,1.2032652651212874e-06,4.86150723745493e-07,2.503639386084652e-06,-2.521690314954786e-07,2.625362396277271e-07,-6.313735765956864e-08,,,1e-05,P,703.0,743.0,1,,,
M6Q2,MSH,MSH,3.48e-06,2.8356603882797007e-07,1.553507432521125e-06,5.22813012581148e-07,3.069801493741484e-06,-7.245974608865327e-08,8.84713414161736e-08,2.59484306503065e-07,,,1e-05,T,413.0,413.0,1,,,
M6Q2,MSH,MSH,3.57e-06,4.549689391581668e-07,1.8052343279196432e-06,2.0887273821885227e-07,3.0728490364040784e-06,1.6125723809904048e-07,-3.823173731802763e-07,-1.866179651692472e-07,,,1e-05,T,473.0,473.0,1,,,
M6Q2,MSH,MSH,3.29e-06,3.5823169039205755e-07,1.3239053380306489e-06,6.803949239166436e-07,2.934013872401154e-06,5.82387717913955e-08,-3.3979798297301835e-07,9.734228386908256e-08,,,1e-05,T,533.0,533.0,1,,,
M6Q2,MSH,MSH,3.27e-06,5.919796636779468e-07,1.559704884500736e-06,4.384132708141637e-07,2.8404250522128854e-06,-1.1754140783260935e-07,5.278620573765275e-07,-2.408019685035876e-07,,,1e-05,T,593.0,593.0,1,,,
M6Q2,MSH,MSH,3.15e-06,2.431382034665633e-07,1.4262295884247423e-06,1.0473575399909039e-07,2.8066705511933583e-06,1.4731961554979543e-07,-6.538175781273628e-08,-1.8203939849528483e-07,,,1e-05,T,663.0,663.0,1,,,
M6Q2,MSH,MSH,2.35e-06,2.2787483787730086e-07,1.1688864153520632e-06,2.1875114675945779e-07,2.026907122637055e-06,-1.598638902744332e-07,-1.6203798771668862e-07,1.0684982950684058e-08,,,1e-05,T,743.0,743.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,4e-07,0.0,-1.5350558994506378e-10,-9.77166560618677e-09,-3.998805959124732e-07,0.0,0.0,0.0,1.7100664402158186e-09,0.0,7e-05,ZI,273.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.82e-07,1.0164405570760564e-08,1.7587706011440217e-09,-7.804280639472745e-09,-3.81916221087391e-07,-1.7874268546848118e-09,-4.050979401548786e-10,-9.99780683474842e-09,1.6331134504061068e-09,2.339996455882706e-09,7e-05,ZI,373.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.720000000000001e-07,2.2263537168392682e-08,-2.495212548155141e-09,-1.0082686103410096e-08,-3.7185496279501193e-07,-2.028126833293403e-09,2.3728407856009615e-09,-2.2043625278131234e-08,1.5903617894007118e-09,2.316572038134451e-09,7e-05,IZ,423.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.6200000000000004e-07,3.018546889083384e-08,-3.2221920595272916e-09,-7.554323563649555e-09,-3.6190682457481684e-07,-9.284677763657749e-10,-4.0380197855504865e-09,-2.989974708854994e-08,1.547610128395316e-09,2.2811446646712377e-09,7e-05,ZI,473.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.520000000000001e-07,4.2047805291330267e-08,-3.1100171240590588e-09,-8.018102824954207e-09,-3.5189492440297654e-07,7.852355033071622e-10,8.204403949551965e-10,-4.2032466172951275e-08,1.5048584673899208e-09,2.2587284904467183e-09,7e-05,IZ,523.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.38e-07,5.303445081019372e-08,1.4824171329293523e-10,-7.076985480234768e-09,-3.379258710144978e-07,1.4106543048051994e-10,9.422423120281782e-10,-5.30258922858315e-08,1.4450061419823668e-09,2.209582697169642e-09,7e-05,ZI,573.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.25e-07,6.800550904583027e-08,8.41267057833277e-10,-6.7540954347305704e-09,-3.249287221293248e-07,7.144599800551543e-10,-6.283584277438587e-10,-6.799885273448137e-08,1.3894289826753528e-09,2.180225733729539e-09,7e-05,IZ,623.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.03e-07,8.703886953221976e-08,5.679471277565291e-10,-7.38113165241041e-09,-3.0290955140369846e-07,9.052357957580457e-10,7.360329118620549e-10,-8.703104970729416e-08,1.2953753284634827e-09,2.111382441568883e-09,7e-05,ZI,673.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,2.93e-07,1.0100895688092926e-07,4.2803472328042967e-10,-6.1211817239174765e-09,-2.929357402581297e-07,-6.20030839516276e-10,-7.523854666460387e-10,-1.0100425163348846e-07,1.2526236674580872e-09,2.0991239694112205e-09,7e-05,IZ,698.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,2.7e-07,1.170492084474786e-07,1.271975246983734e-09,-5.509530094996676e-09,-2.699407845382083e-07,-1.617334723952253e-10,1.6119960630878504e-09,-1.1703799600624489e-07,1.1542948471456777e-09,2.0173575227978796e-09,7e-05,ZI,723.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,2.42e-07,1.5301003494836293e-07,5.017413613095287e-10,-4.618607719923979e-09,-2.4195540233343794e-07,-6.364863199004136e-10,-8.948072119025925e-10,-1.5300609465023721e-07,1.0345901963305705e-09,1.9804173422984866e-09,7e-05,IZ,748.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,2.07e-07,1.7805626329459683e-07,-1.7397456792694976e-10,-4.3315885534898244e-09,-2.06954601479293e-07,-3.1711579741639327e-10,2.3764758581313413e-09,-1.7804012103596633e-07,8.849593828116861e-10,1.8687611222677803e-09,7e-05,ZI,773.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,1.89e-07,2.0401537265577364e-07,-1.0763852627538036e-10,-3.626719646700221e-09,-1.8896516959099077e-07,-1.8605172821295283e-09,-7.526256362012366e-10,-2.0400550068556686e-07,8.080063930019743e-10,1.864335185327548e-09,7e-05,IZ,783.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,1.6e-07,2.27098029010061e-07,-7.884060574266639e-10,-2.6787739815422425e-09,-1.599756312250226e-07,6.865323293541877e-09,2.8272906398141693e-09,-2.2697662554538005e-07,6.840265760863275e-10,1.790314815174839e-09,7e-05,ZI,793.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,1.41e-07,2.550067567249642e-07,-8.475411444010634e-10,-2.0461453254822626e-09,-1.4098260517991415e-07,5.583749469756374e-10,-1.3974430773246243e-09,-2.550023163534977e-07,6.027984201760761e-10,1.797080703096865e-09,7e-05,IZ,803.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,1.14e-07,2.7703151121530044e-07,-1.1234494123016509e-10,-1.1884853363142482e-09,-1.1399374930766838e-07,-2.1056617687128344e-09,4.630158051103661e-09,-2.769848119142469e-07,4.873689354615083e-10,1.7411896578252444e-09,7e-05,ZI,813.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,9.34e-08,3.0260020090220773e-07,-8.38238523548167e-10,-9.989737718893938e-10,-9.339089574246901e-08,-3.3157451889900746e-09,-3.6307167317692448e-09,-3.0256025072026863e-07,3.9930051379039365e-10,1.7394177239494892e-09,7e-05,IZ,823.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,6.4e-08,3.2902595694544375e-07,-5.011139266794114e-10,-8.714638279755149e-10,-6.399210447882628e-08,3.206483348006446e-09,3.972687020676777e-09,-3.2898634708181996e-07,2.73610630434531e-10,1.7022732240169386e-09,7e-05,ZI,833.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,4.15e-08,3.565114012711378e-07,3.167944868957267e-10,-2.974898246934675e-10,-4.1497724528668755e-08,3.085804636119592e-12,5.845223161193044e-09,-3.564634800270343e-07,1.7741939317239118e-10,1.710740981828426e-09,7e-05,IZ,843.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,2.17e-08,3.723080831791367e-07,4.883924809068067e-10,2.0630506111038598e-10,-2.1693522328251673e-08,1.1369657239346426e-09,-3.998549878548851e-09,-3.722848744017601e-07,9.277110438170817e-11,1.6869682464376062e-09,7e-05,ZI,853.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,6e-09,3.8901288865129015e-07,3.694759861632978e-10,-1.1578675551647139e-10,-5.987493709633074e-09,1.0044602814699377e-09,4.017290254310568e-09,-3.889908481897442e-07,2.565099660323728e-11,1.6888854161724564e-09,7e-05,ZI,873.0,,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.82e-07,1.2435042700112606e-08,1.7587706011440217e-09,-7.804280639472745e-09,-3.81916221087391e-07,-7.571736265633994e-10,-3.498789840270014e-09,-1.1908629001966766e-08,1.6331134504061068e-09,1.5989121216017903e-09,7e-05,P,373.0,473.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.6200000000000004e-07,3.000535889010002e-08,-3.2221920595272916e-09,-7.554323563649555e-09,-3.6190682457481684e-07,6.038112048576297e-10,-5.930435128268465e-10,-2.999342050424537e-08,1.547610128395316e-09,1.5732611249985532e-09,7e-05,P,473.0,573.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.38e-07,5.505522933662533e-08,1.4824171329293523e-10,-7.076985480234768e-09,-3.379258710144978e-07,-9.058294694969402e-10,1.142312975333059e-09,-5.503592346228949e-08,1.4450061419823668e-09,1.5305094639931573e-09,7e-05,P,573.0,673.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,3.03e-07,8.702859660085781e-08,5.679471277565291e-10,-7.38113165241041e-09,-3.0290955140369846e-07,-6.386219111180401e-10,5.65433851709182e-10,-8.70244165331134e-08,1.2953753284634827e-09,1.5262342978926186e-09,7e-05,P,673.0,723.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,2.7e-07,1.2307247697507326e-07,1.271975246983734e-09,-5.509530094996676e-09,-2.699407845382083e-07,-1.3555891960977114e-09,2.608799423860812e-09,-1.2303735665348726e-07,1.1542948471456777e-09,1.4108048131780505e-09,7e-05,P,723.0,773.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,2.07e-07,1.8004004045559163e-07,-1.7397456792694976e-10,-4.3315885534898244e-09,-2.06954601479293e-07,3.495760475666327e-09,3.6647486421981455e-10,-1.8000572635925152e-07,8.849593828116861e-10,1.4535564741834458e-09,7e-05,P,773.0,793.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,1.6e-07,2.2802721963685703e-07,-7.884060574266639e-10,-2.6787739815422425e-09,-1.599756312250226e-07,4.8821096972530065e-09,9.635489404130827e-10,-2.2797291390351366e-07,6.840265760863275e-10,1.462106806384525e-09,7e-05,P,793.0,813.0,1,,,
cr405g1-CZb,FreshTRM,FreshTRM,1.14e-07,2.770194941963305e-07,-1.1234494123016509e-10,-1.1884853363142482e-09,-1.1399374930766838e-07,2.439205276752709e-09,2.253890952933989e-09,-2.769995855917133e-07,4.873689354615083e-10,1.4578316402839854e-09,7e-05,P,813.0,833.0,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.87e-07,0.0,-3.303553496834857e-09,-6.373200764291323e-09,-1.8686216536878614e-07,0.0,0.0,0.0,7.994560608008952e-10,0.0,7e-05,ZI,273.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.8100000000000002e-07,2.0498879611649783e-09,-3.5538772596204225e-09,-5.6000144864381275e-09,-1.808784392739368e-07,3.992642340531252e-10,4.689130364321751e-11,-2.0100820705577477e-09,5.029732917284777e-09,7.152523456396633e-09,7e-05,ZI,373.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.8e-07,4.018316432165634e-09,-3.137154294772332e-09,-5.802045492287202e-09,-1.7987911088015812e-07,-2.552793536051993e-11,-5.136849812127814e-10,-3.985265739396183e-09,5.0019443376312696e-09,7.152847336918284e-09,7e-05,IZ,423.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.7699999999999998e-07,5.17525115877448e-09,-4.356658829506996e-09,-5.996426446594532e-09,-1.7684474092749793e-07,1.228353580136458e-09,-2.506547826282776e-10,-5.021109859235119e-09,4.918578598670748e-09,7.0548521687768015e-09,7e-05,ZI,473.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.75e-07,8.097162850409877e-09,-4.203305441276339e-09,-6.002942287687084e-09,-1.748464952673002e-07,-8.729381880309409e-10,-1.355491759047637e-09,-7.935027866182261e-09,4.8630014393637336e-09,7.036274694349258e-09,7e-05,IZ,523.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.72e-07,9.026968468574739e-09,-2.092378110767781e-09,-5.626235188672778e-09,-1.7189522224728447e-07,-6.559485572766092e-10,-7.553079376133179e-10,-8.971365623037978e-09,4.779635700403213e-09,6.938525106086087e-09,7e-05,ZI,573.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.69e-07,1.2028242483293873e-08,-2.8774872578936457e-09,-4.80793085807607e-09,-1.6890708649415694e-07,1.2384894760604908e-12,-1.168472646285094e-09,-1.1971352779779856e-08,4.696269961442692e-09,6.881363583619672e-09,7e-05,IZ,623.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.58e-07,1.7010037199048398e-08,-2.8421883957676717e-09,-5.04407180829908e-09,-1.578938862170277e-07,-5.411983418807967e-10,-1.110285820423798e-09,-1.6965132928000346e-08,4.390595585254115e-09,6.551802240033399e-09,7e-05,ZI,673.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.54e-07,2.4002860409556158e-08,-2.7013209303966767e-09,-4.954573069738365e-09,-1.5389657264191307e-07,-7.647688959824073e-10,-5.708475591012933e-10,-2.398388145068776e-08,4.279441266640086e-09,6.540654846223393e-09,7e-05,IZ,698.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.45e-07,2.8013775310969416e-08,-2.338978293343695e-09,-5.328341277730687e-09,-1.4488318729159464e-07,-3.54991392217234e-10,-7.492599496076743e-11,-2.8011425782708926e-08,4.0293440497585225e-09,6.272714060102157e-09,7e-05,ZI,723.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.3800000000000004e-07,3.800555750903341e-08,-2.7662837590829233e-09,-5.073723326163336e-09,-1.378789505536425e-07,-6.834395630124857e-10,-2.1264046752572567e-09,-3.793986972952331e-08,3.834823992183974e-09,6.214957929153543e-09,7e-05,IZ,748.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.16e-07,5.40303043190277e-08,-2.7180534508259994e-09,-4.50576869692666e-09,-1.1588058609572291e-07,-2.75781137348353e-09,-4.943830007888643e-10,-5.395761157319289e-08,3.223475239806818e-09,5.719049022464448e-09,7e-05,ZI,773.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,9.980000000000001e-08,7.820034703758497e-08,-2.6494397300706877e-09,-4.701998034379945e-09,-9.965395969855594e-08,-2.243392980923351e-09,-3.9460545047794945e-09,-7.80684963258367e-08,2.7733002494200037e-09,5.6707797114891094e-09,7e-05,IZ,783.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,6.87e-08,1.023017570227256e-07,-1.6896045277089349e-09,-3.7074987609269445e-09,-6.857907617836267e-08,-3.4509528715360733e-09,-5.378405682391727e-09,-1.0210197435177658e-07,1.9090754221959342e-09,5.120997952216917e-09,7e-05,ZI,793.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,4.08e-08,1.3923665758773956e-07,-1.3356065260312527e-09,-2.351092670538426e-09,-4.071029990631564e-08,-5.231270092110521e-09,-1.3491521375969328e-09,-1.3913180951147886e-07,1.1337740498630877e-09,5.128829374516613e-09,7e-05,IZ,803.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,2.24e-08,1.5563352884222623e-07,-5.72674663661702e-10,-1.4538193298050453e-09,-2.234543472582006e-08,-8.088937319986024e-09,-1.9755554558590426e-09,-1.554106224604941e-07,6.224641842385579e-10,4.98537961678579e-09,7e-05,ZI,813.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.9e-08,1.620453033774734e-07,-2.525639450300983e-10,-1.6700012620422345e-09,-1.8924780242804623e-08,-4.367257628711329e-09,-2.6380520507359573e-09,-1.6196495944765172e-07,5.27983013416634e-10,5.057368810129882e-09,7e-05,IZ,823.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.22e-08,1.6990765995617613e-07,-1.1140604768621142e-09,-1.7024628573981903e-09,-1.2029151652260161e-08,-8.520446888207177e-09,-1.5211982126622824e-09,-1.6968706742886039e-07,3.39020671772786e-10,5.06887154186039e-09,7e-05,ZI,833.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,9.47e-09,1.7567455099237022e-07,-4.3892784747289094e-10,-2.1010291007621876e-09,-9.223552410132618e-09,-3.582206006136642e-09,-8.107213894888148e-09,-1.7545081575576392e-07,2.6315784931871175e-10,5.147618247877877e-09,7e-05,IZ,843.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,6.42e-09,1.8388156903494713e-07,-4.583718255329756e-10,-2.0175311252531215e-09,-6.07748824994277e-09,-9.22724542707507e-09,-1.4123258303191538e-09,-1.8364447911203746e-07,1.7840268137551525e-10,5.282843340699488e-09,7e-05,ZI,853.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,5.5399999999999995e-09,1.916009333348762e-07,-1.0179559142287411e-09,-1.4218657757965953e-09,-5.25677310451051e-09,-1.9350666973138996e-08,-9.22659293699207e-09,-1.9039784485457125e-07,1.5394873128042906e-10,5.476514423762287e-09,7e-05,ZI,873.0,,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.8100000000000002e-07,2.5536119433192386e-09,-3.5538772596204225e-09,-5.6000144864381275e-09,-1.808784392739368e-07,-6.680879161827187e-10,-1.5378634569119315e-09,-1.926024008471383e-09,5.029732917284777e-09,7.652547319965788e-10,7e-05,P,373.0,473.0,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.7699999999999998e-07,4.020684847789666e-09,-4.356658829506996e-09,-5.996426446594532e-09,-1.7684474092749793e-07,-4.1719615285629935e-10,-3.147591525927153e-10,-3.9865750577590325e-09,4.918578598670748e-09,7.524292336949603e-10,7e-05,P,473.0,573.0,1,,,
cr418f-CZb,FreshTRM,FreshTRM,1.72e-07,9.023421179346254e-09,-2.092378110767781e-09,-5.626235188672778e-09,-1.7189522224728447e-07,-8.257038397588209e-10,-2.1372840854782348e-10,-8.983020823546035e-09,4.779635700403213e-09,7.139527387901043e-10,7e-05,P,573.0,673.0,1,,,
