tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_corr_aniso	int_k	int_k_max	int_k_min	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	result_type	sample	size	software_packages	specimen
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a7
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a8
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a9
	0.382525	0.001772	0.68068	b	1.064022	0.33696845:0.33524075:0.32779077:-0.0041805548:0.007117806:0.0064439587	9.0	0.016707	-1.0	AARM	0.340494:155.7:-13.1	0.339499:75.5:36.0	0.320006:229.1:51.0	This study	Critical F: 2.6848	hw123a9:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw123a		pmagpy-4.2.69	hw123a9
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.66e-05	3.78e-05	3.54e-05		0.026	0.119	-0.068	Basalt	783.0	273.0	Kelvin	IE-BICEP			hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.1899999999999996e-05	3.26e-05	3.1e-05		0.351	0.421	0.254	Basalt	783.0	273.0	Kelvin	IE-BICEP			hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	2.71e-05	2.86e-05	2.5699999999999998e-05		0.415	0.547	0.286	Basalt	783.0	273.0	Kelvin	IE-BICEP			hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.3700000000000006e-05	3.51e-05	3.24e-05	0.8658512144883013	0.035	0.139	-0.07	Basalt	783.0	273.0	Kelvin	IE-BICEP:DA-AC-AARM:DA-AC-AARM:DA-AC-AARM			hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a4
	0.699905	0.25872	0.645137	b	1.164833	0.35591182:0.33572888:0.30835935:0.0011492625:0.006307717:-0.0060717473	9.0	0.027206	-1.0	AARM	0.356681:1.0:-7.0	0.337111:89.5:12.3	0.306208:300.2:75.8	This study	Critical F: 2.6848	hw126a4:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw126a		pmagpy-4.2.69	hw126a4
	0.687039	0.03476	1.061325	b	1.104003	0.34127524:0.33527684:0.32344794:0.0030651048:0.011247861:-0.009473283	9.0	0.018936	-1.0	AARM	0.345858:161.1:29.4	0.340865:61.2:16.9	0.313277:305.2:55.2	This study	Critical F: 2.6848	hw126a5:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw126a		pmagpy-4.2.69	hw126a5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.53e-05	3.61e-05	3.46e-05	1.000688924360998	0.041	0.108	-0.027	Basalt	783.0	273.0	Kelvin	IE-BICEP:DA-AC-AARM:DA-AC-AARM:DA-AC-AARM			hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	1.76e-05	1.93e-05	1.63e-05		0.855	1.098	0.646	Basalt	773.0	273.0	Kelvin	IE-BICEP			hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.14e-05	3.59e-05	2.83e-05		0.239	0.494	-0.072	Basalt	573.0	273.0	Kelvin	IE-BICEP			hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a7
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw126a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126a8
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.65e-05	3.78e-05	3.53e-05	1.0057907455937813	-0.026	0.052	-0.106	Basalt	783.0	273.0	Kelvin	IE-BICEP:DA-AC-ATRM:DA-AC-ATRM:DA-AC-ATRM			hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b1
2.17	0.443412	0.151069	0.426497			0.333133 : 0.327338 : 0.339530 : -0.006768 : -0.003819 : 0.001754	6.0	0.0134759999999999		ATRM	0.342420 : 317.8 : 53.2	0.335013 : 334.1 : -35.7	0.322567 : 58.5 : 7.8		Critical F: 3.1059	hw126b1:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.73e-05	3.8700000000000006e-05	3.59e-05	1.036898810756196	-0.038	0.051	-0.129	Basalt	783.0	273.0	Kelvin	IE-BICEP:DA-AC-ATRM:DA-AC-ATRM:DA-AC-ATRM			hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b2
2.25	13.006412	5.562377	11.000451			0.328253 : 0.334439 : 0.337308 : -0.024508 : 0.004054 : -0.002619	6.0	0.006301		ATRM	0.357195 : 311.2 : -13.5	0.336179 : 317.2 : 76.4	0.306626 : 41.5 : -1.4		Critical F: 3.1059	hw126b2:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.6200000000000006e-05	3.75e-05	3.5e-05		-0.008	0.077	-0.095	Basalt	783.0	273.0	Kelvin	IE-BICEP			hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b3
1.94	2.825047	1.839745	1.6923009999999998			0.334985 : 0.330397 : 0.334618 : -0.009258 : -0.000512 : 0.005364	6.0	0.00586		ATRM	0.344420 : 325.7 : 25.7	0.333180 : 112.0 : 59.9	0.322400 : 48.6 : -14.5		Critical F: 3.1059	hw126b4:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.76e-05	3.91e-05	3.61e-05	0.989418350939009	-0.061	0.032	-0.158	Basalt	783.0	273.0	Kelvin	IE-BICEP:DA-AC-ATRM:DA-AC-ATRM:DA-AC-ATRM			hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow	3.77e-05	3.95e-05	3.6e-05		-0.104	-0.007	-0.207	Basalt	783.0	273.0	Kelvin	IE-BICEP			hw126b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw126b5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a1
2.23	8.626330000000001	6.260368	4.5670480000000016			0.302898 : 0.345663 : 0.351439 : -0.007008 : 0.016807 : -0.010543	6.0	0.010308		ATRM	0.368035 : 106.8 : 49.1	0.331560 : 266.8 : 39.2	0.300405 : 185.1 : -10.0		Critical F: 3.1059	hw128a10:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a10
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a10
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a11
5.54	0.305598	0.356124	0.06487			0.323716 : 0.331140 : 0.345144 : -0.013301 : 0.012557 : -0.009647	6.0	0.037808		ATRM	0.359145 : 127.3 : 48.5	0.327237 : 306.9 : 41.5	0.313618 : 37.1 : 0.2		Critical F: 3.1059	hw128a11:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a11
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a4
1.25	3.968362	0.270368	5.906455			0.325017 : 0.327772 : 0.347211 : -0.016853 : 0.004232 : 0.000438	6.0	0.009508		ATRM	0.348888 : 123.5 : 63.0	0.341896 : 135.5 : -26.5	0.309216 : 223.1 : 4.8		Critical F: 3.1059	hw128a4:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a7
0.82	5.10375	1.910443	4.671791000000002			0.334164 : 0.336991 : 0.328845 : -0.000496 : -0.012443 : -0.016893	6.0	0.0084689999999999		ATRM	0.352998 : 220.5 : 40.9	0.336444 : 307.6 : -3.4	0.310558 : 33.7 : 48.9		Critical F: 3.1059	hw128a7:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a7
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a8
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a9
2.3	2.1022	3.3377790000000003	0.081686			0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652	6.0	0.010735		ATRM	0.353271 : 87.4 : 53.0	0.325534 : 337.6 : 14.3	0.321195 : 238.0 : 33.3		Critical F: 3.1059	hw128a9:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw128a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128a9
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128b1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128b2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128b3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128b4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128b5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c1
1.24	15.094056	9.623001	9.245826			0.328947 : 0.317830 : 0.353223 : -0.012319 : -0.004349 : -0.014508	6.0	0.006129		ATRM	0.360044 : 175.6 : 64.2	0.333156 : 316.5 : 20.5	0.306800 : 52.2 : 14.9		Critical F: 3.1059	hw128c1:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c1
1.43	10.53271	13.300503	1.698093			0.336301 : 0.325140 : 0.338559 : -0.006874 : -0.000532 : 0.018706	6.0	0.00584		ATRM	0.357001 : 166.9 : -44.8	0.326881 : 106.3 : 26.3	0.316119 : 35.5 : -33.6		Critical F: 3.1059	hw128c2:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c2
0.96	9.032962	3.4434949999999995	8.184867			0.333421 : 0.320992 : 0.345587 : -0.006515 : -0.012384 : -0.003142	6.0	0.005622		ATRM	0.350752 : 266.2 : 67.7	0.335998 : 161.2 : 6.1	0.313250 : 248.8 : -21.4		Critical F: 3.1059	hw128c3:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c3
1.95	5.075321	6.875276	0.6041380000000001			0.319176 : 0.346261 : 0.334563 : -0.005727 : 0.012637 : -0.002664	6.0	0.007781		ATRM	0.355419 : 281.6 : -31.8	0.326567 : 280.4 : 58.2	0.318014 : 191.2 : -0.5		Critical F: 3.1059	hw128c4:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128c5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d1
10.03	4.085909	2.531001	2.5764150000000003			0.347593 : 0.315698 : 0.336709 : 0.027176 : 0.002706 : -0.018470	6.0	0.016257		ATRM	0.370019 : 205.4 : 25.0	0.333442 : 64.8 : 58.9	0.296539 : 303.7 : 17.3		Critical F: 3.1059	hw128d1:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d1
4.91	9.394615	3.589854	8.500674			0.315665 : 0.328128 : 0.356208 : 0.016825 : 0.006475 : 0.003056	6.0	0.008074		ATRM	0.358855 : 58.5 : 69.6	0.337219 : 54.4 : -20.4	0.303926 : 144.9 : -1.3		Critical F: 3.1059	hw128d2:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d5
13.75	1.741111	1.599225	0.6474949999999999			0.333907 : 0.341296 : 0.324797 : -0.005995 : 0.013823 : -0.007798	6.0	0.012792		ATRM	0.353438 : 299.3 : -29.0	0.330560 : 209.4 : 0.2	0.316002 : 299.7 : 61.0		Critical F: 3.1059	hw128d5:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw128d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw128d5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a10
6.1	1.166743	1.7036330000000002	0.09074			0.326940 : 0.323850 : 0.349210 : -0.002076 : -0.002097 : -0.005405	6.0	0.012541		ATRM	0.350547 : 195.3 : 77.0	0.327398 : 325.3 : 8.5	0.322055 : 236.8 : -9.8		Critical F: 3.1059	hw201a11:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a11
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a11
3.98	2.885545	3.1282810000000003	0.750297			0.323434 : 0.328553 : 0.348013 : -0.004927 : 0.002828 : -0.006658	6.0	0.0082379999999999		ATRM	0.350434 : 145.6 : 71.2	0.329829 : 293.8 : 16.2	0.319738 : 26.5 : 9.4		Critical F: 3.1059	hw201a12:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a12
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a12
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a3
11.56	0.239271	0.004461	0.401785			0.327905 : 0.337569 : 0.334526 : -0.003506 : 0.001298 : 0.007053	6.0	0.017168		ATRM	0.339544 : 134.3 : -38.5	0.337923 : 80.1 : 36.3	0.322533 : 196.0 : 30.8		Critical F: 3.1059	hw201a3:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a5
8.11	0.552995	0.005049	0.96201			0.327136 : 0.338523 : 0.334341 : 0.001501 : -0.001625 : 0.007443	6.0	0.011629		ATRM	0.339489 : 298.1 : 43.8	0.338321 : 240.7 : -29.3	0.322190 : 351.2 : -32.0		Critical F: 3.1059	hw201a6:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a7
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a8
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw201a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw201a9
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226a-SZb
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226a1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226a2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226a3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226a4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226a5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226a6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b1
1.63	4.749436	0.726065	6.078062			0.342283 : 0.323755 : 0.333961 : 0.002189 : 0.026500 : 0.000394	6.0	0.01156		ATRM	0.356055 : 79.1 : 49.7	0.342125 : 177.1 : 6.7	0.301820 : 272.6 : 39.5		Critical F: 3.1059	hw226b2:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b3
4.22	1.379721	0.757428	0.971337			0.334086 : 0.317901 : 0.348013 : 0.000937 : 0.006558 : 0.001060	6.0	0.012562		ATRM	0.349477 : 68.8 : 77.3	0.334016 : 1.3 : -4.9	0.316507 : 272.3 : 11.7		Critical F: 3.1059	hw226b3:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b3
4.49	14.029018	1.526311	19.344535			0.328040 : 0.325193 : 0.346767 : -0.029577 : 0.016010 : 0.005167	6.0	0.008594		ATRM	0.361162 : 127.3 : 33.7	0.346147 : 339.4 : 51.8	0.292691 : 48.3 : -15.9		Critical F: 3.1059	hw226b4:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw226b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw226b6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241a1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241a2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241a3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241a4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241a5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241a6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241d1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241d2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241d3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241d4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241d5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241d6
4.71	3.545985	5.7014	0.12004			0.330203 : 0.343651 : 0.326145 : -0.013820 : -0.014893 : 0.006378	6.0	0.011012		ATRM	0.359921 : 300.3 : 25.5	0.322737 : 197.6 : 24.6	0.317342 : 69.8 : 53.2		Critical F: 3.1059	hw241e1:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e1
	0.947431	1.010888	0.256275	b	1.096633	0.34480602:0.3273815:0.3278124:0.010528112:0.0025452033:-0.005570058	9.0	0.014446	-1.0	AARM	0.350475:23.5:-10.2	0.329934:97.4:56.8	0.319591:299.7:31.2	This study	Critical F: 2.6848	hw241e2:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw241e		pmagpy-4.2.69	hw241e2
