tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	number	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	10.1016/j.pepi.2008.03.006			59.66	18.95	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.11e-10		273.0	6	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12536		TS01-05A-2	u			0.0	0.0	0.0		453.0
	10.1016/j.pepi.2008.03.006			58.62	18.64	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.12e-10		273.0	7	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12537		TS01-05A-2	u			4.5e-05	0.0	90.0		413.0
	10.1016/j.pepi.2008.03.006			53.54	18.16	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.17e-10		273.0	8	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12538		TS01-05A-2	u			4.5e-05	0.0	90.0		453.0
	10.1016/j.pepi.2008.03.006			59.83	19.91	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.820000000000001e-11		273.0	9	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12539		TS01-05A-2	u			0.0	0.0	0.0		473.0
	10.1016/j.pepi.2008.03.006			50.14	18.32	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.11e-10		273.0	10	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12540		TS01-05A-2	u			4.5e-05	0.0	90.0		473.0
	10.1016/j.pepi.2008.03.006			59.04	19.85	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.79e-11		273.0	11	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12541		TS01-05A-2	u			4.5e-05	0.0	90.0		473.0
	10.1016/j.pepi.2008.03.006			58.72	21.65	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		7.849999999999999e-11		273.0	12	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12542		TS01-05A-2	u			0.0	0.0	0.0		498.0
	10.1016/j.pepi.2008.03.006			52.14	20.44	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		8.52e-11		273.0	13	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12543		TS01-05A-2	u			4.5e-05	0.0	90.0		453.0
	10.1016/j.pepi.2008.03.006			40.97	17.85	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.01e-10		273.0	14	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12544		TS01-05A-2	u			4.5e-05	0.0	90.0		498.0
	10.1016/j.pepi.2008.03.006			59.36	24.01	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		6.11e-11		273.0	15	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12545		TS01-05A-2	u			0.0	0.0	0.0		523.0
	10.1016/j.pepi.2008.03.006			32.99	17.13	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.37e-11		273.0	16	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12546		TS01-05A-2	u			4.5e-05	0.0	90.0		523.0
	10.1016/j.pepi.2008.03.006			59.16	23.59	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		6.100000000000001e-11		273.0	17	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12547		TS01-05A-2	u			4.5e-05	0.0	90.0		523.0
	10.1016/j.pepi.2008.03.006			61.21	29.29	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.5799999999999995e-11		273.0	18	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12548		TS01-05A-2	u			0.0	0.0	0.0		623.0
	10.1016/j.pepi.2008.03.006			28.24	18.6	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		6.28e-11		273.0	19	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12549		TS01-05A-2	u			4.5e-05	0.0	90.0		498.0
	10.1016/j.pepi.2008.03.006			19.9	14.36	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.02e-11		273.0	20	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12550		TS01-05A-2	u			4.5e-05	0.0	90.0		623.0
	10.1016/j.pepi.2008.03.006			63.78	33.79	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.8600000000000002e-11		273.0	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12551		TS01-05A-2	u			0.0	0.0	0.0		773.0
	10.1016/j.pepi.2008.03.006			10.27	10.01	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.49e-11		273.0	22	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12552		TS01-05A-2	u			4.5e-05	0.0	90.0		773.0
	10.1016/j.pepi.2008.03.006			62.72	42.29	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.8600000000000004e-13		273.0	23	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12553		TS01-05A-2	u			0.0	0.0	0.0		873.0
	10.1016/j.pepi.2008.03.006			357.93	4.86	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.0699999999999999e-10		273.0	24	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12554		TS01-05A-2	u			4.5e-05	0.0	90.0		873.0
	10.1016/j.pepi.2008.03.006			68.34	44.53	TS01-05A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.42e-13		273.0	25	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12555		TS01-05A-2	u			4.5e-05	0.0	90.0		873.0
	10.1016/j.pepi.2008.03.006			60.57	26.81	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.71e-11		273.0	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12556		TS01-06A-3	u			0.0	0.0	0.0		273.0
	10.1016/j.pepi.2008.03.006			60.88	26.34	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.16e-11		273.0	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12557		TS01-06A-3	u			0.0	0.0	0.0		448.0
	10.1016/j.pepi.2008.03.006			54.97	24.09	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.3399999999999996e-11		273.0	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12558		TS01-06A-3	u			4.5e-05	0.0	90.0		448.0
	10.1016/j.pepi.2008.03.006			60.53	25.99	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.9100000000000002e-11		273.0	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12559		TS01-06A-3	u			0.0	0.0	0.0		473.0
	10.1016/j.pepi.2008.03.006			50.82	24.0	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.24e-11		273.0	4	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12560		TS01-06A-3	u			4.5e-05	0.0	90.0		473.0
	10.1016/j.pepi.2008.03.006			59.61	26.24	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.8999999999999997e-11		273.0	5	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12561		TS01-06A-3	u			4.5e-05	0.0	90.0		473.0
	10.1016/j.pepi.2008.03.006			59.69	26.12	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.6700000000000002e-11		273.0	6	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12562		TS01-06A-3	u			0.0	0.0	0.0		498.0
	10.1016/j.pepi.2008.03.006			52.99	24.8	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.8999999999999997e-11		273.0	7	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12563		TS01-06A-3	u			4.5e-05	0.0	90.0		448.0
	10.1016/j.pepi.2008.03.006			45.68	23.63	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.0999999999999996e-11		273.0	8	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12564		TS01-06A-3	u			4.5e-05	0.0	90.0		498.0
	10.1016/j.pepi.2008.03.006			60.28	26.45	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.45e-11		273.0	9	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12565		TS01-06A-3	u			0.0	0.0	0.0		523.0
	10.1016/j.pepi.2008.03.006			42.83	22.85	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.96e-11		273.0	10	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12566		TS01-06A-3	u			4.5e-05	0.0	90.0		523.0
	10.1016/j.pepi.2008.03.006			59.7	25.92	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.38e-11		273.0	11	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12567		TS01-06A-3	u			4.5e-05	0.0	90.0		523.0
	10.1016/j.pepi.2008.03.006			60.45	26.1	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.0699999999999997e-11		273.0	12	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12568		TS01-06A-3	u			0.0	0.0	0.0		573.0
	10.1016/j.pepi.2008.03.006			41.66	22.48	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.52e-11		273.0	13	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12569		TS01-06A-3	u			4.5e-05	0.0	90.0		498.0
	10.1016/j.pepi.2008.03.006			35.94	20.7	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.77e-11		273.0	14	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12570		TS01-06A-3	u			4.5e-05	0.0	90.0		573.0
	10.1016/j.pepi.2008.03.006			59.77	26.55	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.8e-11		273.0	15	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12571		TS01-06A-3	u			0.0	0.0	0.0		623.0
	10.1016/j.pepi.2008.03.006			33.41	19.81	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.52e-11		273.0	16	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12572		TS01-06A-3	u			4.5e-05	0.0	90.0		573.0
	10.1016/j.pepi.2008.03.006			31.91	18.51	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.64e-11		273.0	17	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12573		TS01-06A-3	u			4.5e-05	0.0	90.0		623.0
	10.1016/j.pepi.2008.03.006			57.57	26.17	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.75e-11		273.0	18	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12574		TS01-06A-3	u			4.5e-05	0.0	90.0		623.0
	10.1016/j.pepi.2008.03.006			59.08	26.38	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.34e-11		273.0	19	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12575		TS01-06A-3	u			0.0	0.0	0.0		693.0
	10.1016/j.pepi.2008.03.006			23.18	14.41	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.7399999999999997e-11		273.0	20	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12576		TS01-06A-3	u			4.5e-05	0.0	90.0		693.0
	10.1016/j.pepi.2008.03.006			60.33	26.04	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		7.960000000000001e-12		273.0	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12577		TS01-06A-3	u			0.0	0.0	0.0		748.0
	10.1016/j.pepi.2008.03.006			18.26	12.37	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.26e-11		273.0	22	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12578		TS01-06A-3	u			4.5e-05	0.0	90.0		623.0
	10.1016/j.pepi.2008.03.006			13.71	9.86	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.82e-11		273.0	23	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12579		TS01-06A-3	u			4.5e-05	0.0	90.0		748.0
	10.1016/j.pepi.2008.03.006			59.39	26.53	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		7.3e-12		273.0	24	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12580		TS01-06A-3	u			4.5e-05	0.0	90.0		748.0
	10.1016/j.pepi.2008.03.006			58.41	27.61	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.5099999999999996e-12		273.0	25	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12581		TS01-06A-3	u			0.0	0.0	0.0		783.0
	10.1016/j.pepi.2008.03.006			3.58	6.37	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.78e-11		273.0	26	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12582		TS01-06A-3	u			4.5e-05	0.0	90.0		783.0
	10.1016/j.pepi.2008.03.006			134.19	58.71	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.8900000000000016e-13		273.0	27	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12583		TS01-06A-3	u			0.0	0.0	0.0		873.0
	10.1016/j.pepi.2008.03.006			2.44	4.87	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.48e-11		273.0	28	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12584		TS01-06A-3	u			4.5e-05	0.0	90.0		748.0
	10.1016/j.pepi.2008.03.006			1.1	4.24	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.86e-11		273.0	29	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12585		TS01-06A-3	u			4.5e-05	0.0	90.0		873.0
	10.1016/j.pepi.2008.03.006			56.15	71.73	TS01-06A-3:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.5e-13		273.0	30	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12586		TS01-06A-3	u			4.5e-05	0.0	90.0		873.0
	10.1016/j.pepi.2008.03.006			72.17	-1.83	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.5600000000000005e-11		273.0	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12587		TS01-07A-2	u			0.0	0.0	0.0		273.0
	10.1016/j.pepi.2008.03.006			71.94	-3.96	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.46e-11		273.0	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12588		TS01-07A-2	u			0.0	0.0	0.0		373.0
	10.1016/j.pepi.2008.03.006			68.74	-3.18	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.5e-11		273.0	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12589		TS01-07A-2	u			4.5e-05	0.0	90.0		373.0
	10.1016/j.pepi.2008.03.006			71.92	-4.09	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.31e-11		273.0	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12590		TS01-07A-2	u			0.0	0.0	0.0		423.0
	10.1016/j.pepi.2008.03.006			67.59	-3.03	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.39e-11		273.0	4	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12591		TS01-07A-2	u			4.5e-05	0.0	90.0		423.0
	10.1016/j.pepi.2008.03.006			72.8	-3.42	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.89e-11		273.0	5	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12592		TS01-07A-2	u			0.0	0.0	0.0		473.0
	10.1016/j.pepi.2008.03.006			69.02	-2.38	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.9399999999999997e-11		273.0	6	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12593		TS01-07A-2	u			4.5e-05	0.0	90.0		373.0
	10.1016/j.pepi.2008.03.006			59.17	-1.08	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.12e-11		273.0	7	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12594		TS01-07A-2	u			4.5e-05	0.0	90.0		473.0
	10.1016/j.pepi.2008.03.006			72.34	-2.82	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.47e-11		273.0	8	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12595		TS01-07A-2	u			0.0	0.0	0.0		523.0
	10.1016/j.pepi.2008.03.006			51.25	0.3	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.9100000000000002e-11		273.0	9	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12596		TS01-07A-2	u			4.5e-05	0.0	90.0		523.0
	10.1016/j.pepi.2008.03.006			70.81	-2.44	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.15e-11		273.0	10	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12597		TS01-07A-2	u			0.0	0.0	0.0		573.0
	10.1016/j.pepi.2008.03.006			55.58	0.03	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.47e-11		273.0	11	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12598		TS01-07A-2	u			4.5e-05	0.0	90.0		473.0
	10.1016/j.pepi.2008.03.006			45.53	1.03	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.75e-11		273.0	12	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12599		TS01-07A-2	u			4.5e-05	0.0	90.0		573.0
	10.1016/j.pepi.2008.03.006			70.59	-2.4	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.15e-11		273.0	13	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12600		TS01-07A-2	u			4.5e-05	0.0	90.0		573.0
	10.1016/j.pepi.2008.03.006			72.57	-2.79	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.9e-11		273.0	14	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12601		TS01-07A-2	u			0.0	0.0	0.0		623.0
	10.1016/j.pepi.2008.03.006			40.92	3.19	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.7100000000000002e-11		273.0	15	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12602		TS01-07A-2	u			4.5e-05	0.0	90.0		623.0
	10.1016/j.pepi.2008.03.006			71.38	-2.16	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.6e-11		273.0	16	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12603		TS01-07A-2	u			0.0	0.0	0.0		673.0
	10.1016/j.pepi.2008.03.006			38.75	3.4	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.43e-11		273.0	17	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12604		TS01-07A-2	u			4.5e-05	0.0	90.0		573.0
	10.1016/j.pepi.2008.03.006			28.2	4.04	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.6700000000000002e-11		273.0	18	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12605		TS01-07A-2	u			4.5e-05	0.0	90.0		673.0
	10.1016/j.pepi.2008.03.006			70.42	-2.19	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.58e-11		273.0	19	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12606		TS01-07A-2	u			4.5e-05	0.0	90.0		673.0
	10.1016/j.pepi.2008.03.006			71.61	-2.73	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.46e-11		273.0	20	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12607		TS01-07A-2	u			0.0	0.0	0.0		693.0
	10.1016/j.pepi.2008.03.006			27.14	5.23	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.8399999999999997e-11		273.0	21	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12608		TS01-07A-2	u			4.5e-05	0.0	90.0		693.0
	10.1016/j.pepi.2008.03.006			70.54	-2.53	TS01-07A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.2900000000000002e-11		273.0	22	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	12609		TS01-07A-2	u			0.0	0.0	0.0		713.0
